Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Multiple Myeloma	107/1312	1.06775097180302e-09	1.41911553578006e-07	107	0.0815548780487805	ENO1;IGHG3;PTTG1;CDH1;CHEK1;NEK2;EPHB2;SLC16A3;BHLHA15;CDC25C;ILF2;RUNX2;SFRP2;CCNE1;DKC1;IL23A;DDIT4;EEF1A2;FSCN1;HPRT1;HOXB7;PRKDC;HMMR;HIF1A;CD79A;CCNB1;LDHA;EIF4EBP1;TNFRSF17;SLAMF7;PMAIP1;SFN;IGHA1;HSPA5;TFPI2;PLK1;IDH2;COL1A1;BCL9;TPX2;GCLC;DAP;CDK1;CD27;IGKV1D-8;IGKV3-20;EZH2;IGHM;IGHV4-34;FOXM1;IGKV3D-15;CKS1B;UCHL1;CTSK;SEC61G;ENC1;PBK;MYBL2;TIMP1;MMP7;PARP1;MMP1;TNFRSF18;MYEOV;H2AFX;MMP9;CCNA2;SLC7A5;VCAN;CEACAM1;MMP13;PKM;DEPDC1;MZB1;BIRC5;MCM4;GAPDH;MCM2;KRT81;PCNA;PVT1;TYMS;THBS2;AURKB;AURKA;HSPD1;EPCAM;SPP1;PRAME;MUC4;BUB1;NQO1;EGLN3;MARCKSL1;CENPW;IGHV5-78;BIK;CCL20;CDKN2A;IGKV1-5;RAD51;ZDHHC9;POU2AF1;IL2RA;TACC3;TRIP13;CDKN3
Malignant neoplasm of esophagus	66/673	2.08767160110482e-09	2.7116007273441e-07	66	0.0980683506686478	FOXA1;FEN1;BUB1B;ENO1;LOXL2;CDC20;LAPTM4B;UCHL1;CDH1;PCLAF;RAC3;TIMP1;EPHB2;MMP7;MMP1;IGFBP3;H2AFX;MMP9;CKAP4;NME1;CCNA2;SLC7A5;MMP14;MMP13;CDCP1;CEACAM5;FSCN1;BIRC5;HPRT1;AFAP1-AS1;GAPDH;IVL;PCNA;MAGED1;TTK;THY1;TYMS;AURKA;CCNB1;EPCAM;SPP1;EIF4EBP1;SFN;MUC4;NQO1;MARCKSL1;CDKN2A;GOLM1;PLK1;TFPI2;FBXO32;CP;NET1;TPX2;GJB2;DAP;SLC6A8;RAD51;CYP24A1;KRT16;UBE2S;LCN2;HDGF;EZH2;CDKN3;MAD2L1
Colorectal Cancer	215/3298	2.78676339084002e-09	3.53918950636682e-07	215	0.0651910248635537	CDA;SERPINE2;ENO1;ABCA12;MKI67;CHEK1;EPHB2;TNS4;PRSS2;SOX4;IER3;WDHD1;KRT8;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;IL23A;HOXB7;PTGES;SHMT2;PRKDC;NCAPG;TGFA;BLACAT1;HIF1A;CYP27B1;LDHA;RACGAP1;SPTBN2;ST14;PLK1;CCT6A;TPX2;GJB2;SLC6A8;CABYR;AKR1B10;FAT1;PAEP;HIST1H4H;SFXN1;CD24;EZH2;TOP2A;FKBP10;GPI;FEN1;HILPDA;TUBA1C;UCHL1;NUF2;PBK;TIMP1;TK1;DLGAP5;CEP55;DUSP4;CCT3;TPI1;PARP1;TESC;KIF23;SERPINB5;NME1;MMP12;MMP11;MMP14;CEACAM1;MMP13;CDCP1;CEACAM5;KIF2C;MDFI;PCNA;COL11A1;PVT1;TMPRSS4;TYMS;CENPA;ARNTL2;ADAM28;PAK1;NT5E;CST1;SRPX2;IGKC;EPCAM;AGR2;SPP1;GCNT3;CCL19;XDH;CCT5;SPDEF;NQO1;EGLN3;CCL20;CDKN2A;SULF1;COL3A1;CENPH;ZDHHC9;FAP;KRT17;KIF26B;ZNF217;HDGF;LGR4;CDKN3;MAD2L1;DSCC1;TNC;BUB1B;CXCL14;LOXL2;CDH3;DEPTOR;PTTG1;PLAU;CDH1;TUBB3;NUSAP1;NEK2;KPNA2;PITX1;POSTN;SPINK1;HGD;IGFBP3;PDGFRL;LEMD1;CCNE1;EEF1A2;FSCN1;SCG5;ADAM8;STEAP1;STEAP2;XPR1;GPR87;RASAL1;HMMR;FUT2;FUT3;FUT8;CCNB1;ORC6;UBD;EIF4EBP1;PMAIP1;ECT2;FAM83D;STRA6;TFAP2A;HSPA5;UBE2C;CBX3;SLC52A2;TFPI2;IDH2;HMGA1;BCL9;GCLC;DAP;COL5A2;LCN2;CDK1;MELTF;B4GALT2;KDM5B;ITGB4;FHL2;SLC2A1;SIX1;FOXM1;MDK;EXO1;CA9;ABCC3;GPX2;MMP7;MMP1;MYEOV;H2AFX;PLA2G4A;MMP9;ETV4;CKAP4;CCNA2;GREM1;VCAN;PKM;AIM2;SAPCD2;BIRC5;COL6A3;GAPDH;DTL;UHRF1;TTK;AURKB;AURKA;GMDS;MUC4;BUB1;CTHRC1;MARCKSL1;RRM2;STYK1;DONSON;HSPE1;CYP24A1;NECTIN1
cervical cancer	84/965	4.122341773316e-09	5.1215615727176e-07	84	0.0870466321243523	MCM7;HILPDA;FHL2;SIX1;MCM10;FOXM1;CDC20;LAPTM4B;ATIC;PTTG1;MDK;PLAU;CDH1;CHEK1;MYBL2;CA9;EPHB2;SOX4;IER3;MMP7;PARP1;MMP1;IGFBP3;MMP9;ETV4;ILF2;NME1;MMP14;VCAN;SFRP2;PKM;IL23A;CEACAM5;B3GNT3;TIMELESS;BIRC5;MCM4;GAPDH;HOXB7;MCM2;PTGES;PCNA;UHRF1;PRKDC;PVT1;STK39;TGFA;THBS2;HIF1A;AURKA;RECQL4;UGT8;CCNB1;NT5E;CDC45;SPP1;CLSPN;TFAP2A;GALNT7;GINS1;NQO1;STIL;RRM2;SPAG5;UBE2C;CCL20;CDKN2A;TFPI2;HMGA1;NDC80;AGT;DAP;SLC6A8;RAD51;AKR1B10;KRT17;UBE2S;LCN2;TACC3;F2RL1;HDGF;EZH2;CDKN3;APOBEC3B
Renal Cell Carcinoma	107/1348	4.73917546758644e-09	5.72596755494211e-07	107	0.0793768545994065	TNC;BUB1B;PLOD2;MKI67;LOXL2;CDC20;CDH3;PLAU;CDH1;CHEK1;RCC1;EPHB2;SLC16A3;SPINK1;IGFBP3;KRT8;IGHV1-12;SFRP4;CLDN3;SFRP2;FSCN1;CARD11;XPR1;CEMIP;MAGED1;TGFA;HMMR;HIF1A;SKA1;CYP27B1;CCNB1;LDHA;EIF4EBP1;PROM2;TFAP2A;ST14;HSPA5;SLC52A2;PLK1;HMGA1;MANF;FAM111B;FAT1;LCN2;CD24;EZH2;APOBEC3B;HILPDA;SLC2A1;FOXM1;CKS1B;CHAF1B;UCHL1;ATIC;MB;CTSK;NUF2;CA9;TIMP1;ABCC3;MMP7;EDN2;PARP1;MMP1;H2AFX;SLC39A11;MMP9;NME1;CCNA2;MMP14;VCAN;CEACAM1;MMP13;PKM;CDCP1;BIRC5;ANGPTL4;MCM6;GAPDH;MCM2;COL15A1;PCNA;DERL3;PVT1;TYMS;AURKB;AURKA;HSPD1;ADAM28;PAK1;GNG4;EPCAM;PRAME;E2F3;MUC4;NQO1;EGLN3;MARCKSL1;CDKN2A;F12;SPAG4;AGT;COL3A1;CYP24A1;IL2RA;QPCT;F2RL1
Prostatic Neoplasms	119/1554	4.80921159470204e-09	5.72596755494211e-07	119	0.0765765765765766	FOXA1;SERPINE2;ENO1;MKI67;CXCL14;IGHG3;CDH3;PLAU;CREB3L4;CDH1;TUBB3;CHEK1;EPHB2;PITX1;PRSS2;SOX4;SPINK1;PAQR4;IGFBP3;KRT8;CDC25C;RUNX2;SFRP4;CLDN3;DDIT4;PKP3;HIST1H2BG;STEAP1;STEAP2;PRKDC;TGFA;THY1;HMMR;HIF1A;CYP27B1;CCNB1;EIF4EBP1;SFN;PLEK2;TFAP2A;ST14;HSPA5;SRD5A1;SLC52A2;SRD5A3;PLK1;EPHX3;CDC6;SYNJ2;PAICS;GJB2;COL5A1;LCN2;CDK1;HIST1H4H;EZH2;TOP2A;KDM5B;MCM7;ITGB4;FHL2;SLC2A1;FOXM1;WFDC2;CKS1B;CTSK;TIMP1;MMP7;PARP1;MMP1;ITGA2;MMP9;ETV4;SERPINB5;MMP12;SLC7A5;MMP14;VCAN;CEACAM1;MMP13;CDCP1;ESPL1;BIRC5;GAPDH;TNFRSF21;RGS17;COL15A1;PCNA;UHRF1;TYMS;AURKA;HSPD1;RECQL4;ADAM28;PAK1;NT5E;CST1;EPCAM;AGR2;SPP1;SPOCK1;E2F3;MUC4;SPDEF;NQO1;GOLM1;CDKN2A;SMOX;TPBG;ATAD2;LIMK1;CYP24A1;RAD51;PSAT1;IL2RA;F2RL1;S100P;P4HB;FOXA3
Malignant tumor of cervix	78/884	8.4978098817848e-09	9.87082697009324e-07	78	0.0882352941176471	MCM7;HILPDA;FHL2;SIX1;MCM10;FOXM1;CDC20;LAPTM4B;ATIC;PTTG1;MDK;PLAU;CDH1;CHEK1;MYBL2;EPHB2;SOX4;IER3;MMP7;PARP1;MMP1;IGFBP3;ETV4;MMP9;ILF2;NME1;MMP14;VCAN;SFRP2;PKM;IL23A;CEACAM5;B3GNT3;TIMELESS;BIRC5;MCM4;GAPDH;MCM2;PCNA;UHRF1;PRKDC;PVT1;STK39;THBS2;HIF1A;AURKA;RECQL4;CCNB1;NT5E;CDC45;SPP1;CLSPN;TFAP2A;GALNT7;GINS1;NQO1;STIL;RRM2;SPAG5;UBE2C;CDKN2A;CCL20;TFPI2;HMGA1;NDC80;AGT;DAP;SLC6A8;RAD51;AKR1B10;KRT17;UBE2S;LCN2;TACC3;F2RL1;HDGF;EZH2;CDKN3
Esophageal Neoplasms	62/637	8.70458385826219e-09	9.87082697009324e-07	62	0.097331240188383	FOXA1;FEN1;ENO1;MKI67;LOXL2;CDC20;LAPTM4B;UCHL1;CDH1;MDK;PLAU;PCLAF;RAC3;TIMP1;EPHB2;MMP7;MMP1;IGFBP3;H2AFX;MMP9;CKAP4;CCNA2;SLC7A5;MMP14;CDCP1;CEACAM5;ADAM12;FSCN1;BIRC5;GAPDH;IVL;PTGES;PCNA;MAGED1;TTK;THY1;TYMS;HIF1A;AURKB;AURKA;CCNB1;EPCAM;SPP1;EIF4EBP1;SFN;NQO1;MARCKSL1;CDKN2A;PLK1;TFPI2;FBXO32;TPX2;GJB2;DAP;SLC6A8;RAD51;CYP24A1;FAP;KRT16;UBE2S;HDGF;CDKN3
Neck Neoplasms	17/70	8.80861199430893e-09	9.87082697009324e-07	17	0.242857142857143	MMP7;PCNA;CRABP2;MMP1;BIK;CDKN2A;PLK1;SLC2A1;TGFA;TYMS;CDC20;DAP;RAD51;FAT1;CA9;PRAME;APOBEC3B
Adenoma	85/1000	1.00327452792581e-08	1.10263729367231e-06	85	0.085	SERPINE2;FHL2;TNC;SLC2A1;BUB1B;FOXM1;MKI67;CDH3;PTTG1;MDK;PLAU;CDH1;ENC1;NUSAP1;CA9;TIMP1;EPHB2;PITX1;ABCC3;SPINK1;MMP7;PARP1;HGD;MMP1;IGFBP3;MMP9;ETV4;SERPINB5;NME1;GREM1;SFRP4;CLDN4;PCP4;CEACAM1;SFRP2;CCNE1;B3GNT6;CEACAM5;EEF1A2;FSCN1;BIRC5;TFF1;GAPDH;STX1A;MCM2;CEMIP;PCNA;COL11A1;TGFA;RASAL1;TYMS;THBS2;HIF1A;AURKA;CCNB2;PAK1;EPCAM;AGR2;SPP1;EIF4EBP1;MUC4;BUB1;SPDEF;NQO1;HSPA5;UBE2C;CDKN2A;SLC52A2;TFPI2;PLK1;HMGA1;AGT;SRPK1;BCL9;GCLC;GJB2;DAP;COL1A2;RAD51;AKR1B10;FAP;LCN2;ZNF217;EZH2;CDKN3
Cholangiocarcinoma	49/455	1.40714157741563e-08	1.51732341791138e-06	49	0.107692307692308	TNC;FOXM1;LOXL2;LAPTM4B;CDH1;PBK;NEK2;TIMP1;KPNA2;EPHB2;PRSS2;ABCC3;MMP7;MMP1;MMP9;SLC7A5;SFRP4;CEACAM5;FSCN1;BIRC5;TFF1;AFAP1-AS1;HOXB7;PTGES;FUT2;FUT3;HSPD1;RAD51AP1;CYP27B1;CCNB1;EPCAM;SPP1;SFN;MUC4;TFAP2A;NQO1;MARCKSL1;HSPA5;CDKN2A;GOLM1;IDH2;AKR1B10;CYP24A1;FAT1;LCN2;F2RL1;CD24;EZH2;CDKN3
Triple Negative Breast Neoplasms	61/632	1.57153539163595e-08	1.66320828948138e-06	61	0.0965189873417722	TOP2A;FOXA1;KDM5B;KIF14;SLC7A11;FOXM1;CDC20;DEPTOR;CDH1;CHEK1;NUSAP1;NEK2;CA9;HORMAD1;EPHB2;SOX4;DUSP4;MMP7;PARP1;IGFBP3;H2AFX;PIMREG;MMP9;CKAP4;GREM1;ASPM;TOX3;MMP14;MMP13;MELK;PKM;CDCP1;CT83;TNNT1;ADAM12;BIRC5;ADAM8;TGFA;TTK;THY1;HIF1A;CENPA;NT5E;IRAK1;EPCAM;PMAIP1;FANCI;NQO1;SPAG5;HSPA5;CDKN2A;PLK1;GFPT1;TFPI2;HMGA1;RAD51;CDK1;LCN2;PAEP;CD24;EZH2
Epithelial ovarian cancer	104/1329	1.68038236787023e-08	1.74607004225061e-06	104	0.0782543265613243	FOXA1;GMNN;TNC;BUB1B;MKI67;CDH3;PLAU;CDH1;PPAT;CHEK1;KPNA2;EPHB2;TNS4;PRSS2;SPINK1;IGFBP3;KRT8;RUNX2;SFRP4;CLDN4;CLDN3;CCNE1;EEF1A2;ADAM12;STEAP1;CARD11;TGFA;FUT2;HIF1A;CCNB1;CHST15;ST14;STIL;UBE2C;SLC52A2;HMGA1;NDC80;SRPK1;GCLC;CDK1;PAEP;CD24;MUC20;EZH2;APOBEC3B;TOP2A;FKBP10;KDM5B;FEN1;SIX1;FOXM1;WFDC2;TUBA1C;TRIM2;MUC13;HORMAD1;CEP55;MMP7;PARP1;MMP1;SLC39A11;PLA2G4A;MMP9;ETV4;SERPINB5;NME1;ASPM;MMP14;MMP13;PKM;CDCP1;KIFC1;BIRC5;ANGPTL4;MCM2;COL15A1;PCNA;PVT1;TYMS;CENPA;BARX2;AURKB;AURKA;HSPD1;PAK1;NT5E;EPCAM;SPP1;XDH;MUC4;CTHRC1;GALNT6;NQO1;RRM2;CDKN2A;FAP;KRT17;IL2RA;F2RL1;HDGF;NECTIN4;MNX1-AS1;CDKN3;MAD2L1
Stomach Neoplasms	74/835	1.74438292173769e-08	1.78020507102338e-06	74	0.088622754491018	TOP2A;BUB1B;ENO1;FOXM1;MKI67;LOXL2;CDC20;TUBA1C;LAPTM4B;MDK;PLAU;CDH1;CHEK1;CA9;TIMP1;EPHB2;TNS4;PITX1;POSTN;SPINK1;MMP7;MMP1;IGFBP3;KRT8;CDC25C;MUC3A;MMP9;SERPINB5;NME1;MMP12;CCNA2;GREM1;MMP11;CLDN4;MMP14;KAT2A;CEACAM1;CLDN3;CEACAM5;EEF1A2;MZB1;BIRC5;KIF2C;TFF1;KIF20A;PCNA;PRKDC;CDCA8;TGFA;RASAL1;THY1;TYMS;HIF1A;AURKB;AURKA;HSPD1;CST1;NT5E;IRAK1;EPCAM;SPP1;XDH;MUC4;HSPA5;CDKN2A;PLK1;EPHX3;SULF1;AGT;BOP1;GJB2;FAP;EZH2;MAD2L1
Glioma	153/2211	2.45376418372343e-08	2.46022145789113e-06	153	0.0691994572591588	TNC;PLOD2;MKI67;CDC20;COMP;PTTG1;PLAU;CDH1;CHEK1;PCLAF;EPHB2;SLC16A3;SOX4;IER3;HES6;POSTN;IGFBP3;CDC25C;RUNX2;SFRP4;SFRP2;MELK;CCNE1;IL23A;EEF1A2;FSCN1;PPIF;TIMELESS;SCG5;ADAM8;STX1A;PTGES;CRABP2;PRKDC;MAGED1;TGFA;HMMR;HIF1A;CCNB2;CYP27B1;CCNB1;LDHA;S100A16;UBD;EIF4EBP1;SERPINH1;TNFRSF17;NPTX2;KCNN4;ECT2;TFAP2A;ST14;HSPA5;SRD5A1;UBE2C;SLC52A2;TFPI2;PLK1;IDH2;HMGA1;CP;NDC80;SRPK1;COL1A1;TPX2;DAP;FAT1;LCN2;CDK1;PLXNB3;PAEP;CD27;HIST1H4H;HYOU1;CD24;EZH2;TOP2A;FEN1;MCM7;DIRAS1;KIF14;SLC2A1;SIX1;SLC7A11;FOXM1;PRSS22;PANX2;ATIC;MDK;CTSK;PBK;RAC3;MYBL2;CA9;TIMP1;DUSP4;ABCC3;MMP7;TPI1;PARP1;MMP1;H2AFX;PLA2G4A;KIF23;MMP9;ETV4;NME1;MMP12;SLC7A5;ASPM;MMP14;VCAN;KAT2A;MMP13;PKM;CEACAM5;BIRC5;GAPDH;DBN1;MCM2;LTF;PCNA;UHRF1;COL11A1;PVT1;THBS2;AURKB;AURKA;NT5E;SPP1;RAD54L;E2F3;CENPU;NQO1;EGLN3;MARCKSL1;PPIL1;BIK;CCL20;CDKN2A;STYK1;SLC50A1;PC;RAD51;FAP;IL2RA;TACC3;ZNF217;F2RL1;HDGF;P4HB;KCNK1;CDKN3
Cyst	26/169	3.82386573554504e-08	3.76782632390343e-06	26	0.153846153846154	PCNA;HILPDA;TNC;HS6ST2;ADGRG1;CST1;PAK1;CDH1;EPCAM;CA9;IGHA1;KRT6A;MMP1;PLK1;MUC5B;MMP9;AGT;UGDH;CLDN4;CLDN3;MMP13;KRT17;CEACAM5;FAT1;BIRC5;IVL
Lip and Oral Cavity Carcinoma	49/473	4.82849633849623e-08	4.67709433466202e-06	49	0.103594080338266	KDM5B;TNC;SLC2A1;KIF11;FOXM1;CDC20;CDH1;EXO1;PLAU;CA9;EPHB2;CEP55;DSP;MMP7;S100A2;PARP1;MMP1;NME4;ETV4;MMP9;SERPINB5;MMP11;SLC7A5;DEPDC1B;MMP14;SFRP2;IL23A;BIRC5;XPR1;PCNA;CDCA3;TGFA;FUT2;THBS2;HIF1A;AURKA;PAK1;SPP1;AGR2;ECT2;CTHRC1;CDKN2A;PLK1;KIF4A;FAT1;CDK1;LCN2;CD24;EZH2
ovarian neoplasm	79/938	5.09730478061726e-08	4.85518280353794e-06	79	0.0842217484008529	TOP2A;FKBP10;TNC;SLC2A1;FOXM1;MKI67;WFDC2;UCHL1;BAIAP2L1;VSIG1;PTTG1;MDK;PLAU;CDH1;TUBB3;MUC13;CA9;TIMP1;TK1;EPHB2;DUSP4;ABCC3;POSTN;MMP7;MMP1;IGFBP3;MMP9;ETV4;SERPINB5;NME1;CCNA2;CLDN4;MMP14;VCAN;CLDN3;SFRP2;CDCP1;CCNE1;KIFC1;CEACAM5;EEF1A2;BIRC5;TFF1;PCNA;TMPRSS4;TGFA;THY1;TYMS;THBS2;HIF1A;AURKA;PAK1;NT5E;EPCAM;AGR2;SPP1;SFN;MUC4;SPDEF;MARCKSL1;ST14;CDKN2A;HMGA1;ASNS;FBXO32;SULF1;CP;SRPK1;VMP1;BCL9;GJB2;CYP24A1;RAD51;PSAT1;ZNF217;PAEP;S100P;CD24;EZH2
Precancerous Conditions	47/446	5.41548459413215e-08	5.07368761565004e-06	47	0.105381165919283	PCNA;PRKDC;FHL2;TGFA;FOXM1;MKI67;HIF1A;WFDC2;LOXL2;LAPTM4B;PAK1;EPCAM;CDH1;PLAU;CHEK1;SPP1;AGR2;EIF4EBP1;MYBL2;EPHB2;SPINK1;MMP7;PARP1;NUP155;CDKN2A;MMP1;IDH2;KRT8;MMP9;NME1;MMP12;MMP11;CLDN4;GJB2;VCAN;SFRP2;AKR1B10;B3GNT6;IL2RA;CEACAM5;LCN2;BIRC5;COL6A3;SFXN1;TFF1;CD24;EZH2
Barrett Esophagus	38/323	6.10377622182551e-08	5.62630340447303e-06	38	0.117647058823529	PCNA;TNC;MKI67;TYMS;BARX1;HIF1A;EPCAM;AGR2;TIMP1;PITX1;BUB1;MUC4;CTHRC1;NQO1;GPX2;MMP7;PARP1;CDKN2A;GOLM1;UBE2C;MMP1;IGFBP3;H2AFX;AKR1C2;MUC3A;CKAP4;NME1;NET1;CCNA2;SFRP2;AKR1B10;ZNF217;TFF1;AFAP1-AS1;HOXB7;XPR1;PTGES;MAD2L1
Degenerative polyarthritis	81/976	6.43585090536507e-08	5.83823617843831e-06	81	0.0829918032786885	CDA;GPI;SERPINE2;FHL2;TNC;SLC2A1;PLOD2;ENO1;CXCL13;HS6ST2;LOXL2;LMNB1;COMP;PLAU;CTSK;TRIM2;COL10A1;TIMP1;KPNA2;EPHB2;PITX1;SLC16A3;MMP7;TPI1;PARP1;HGD;MMP1;ITGA2;IGFBP3;DIO2;PLA2G4A;MMP9;RUNX2;MMP12;RCN3;GREM1;ASPM;MMP14;MMP13;IL23A;ADAM12;ANGPTL4;ALDOA;GAPDH;PTGES;COL15A1;CEMIP;CANT1;SHMT2;COL11A1;PVT1;TGFA;AK4;ADAMTS12;HIF1A;AURKA;CCNB1;SPP1;TNFRSF17;CILP2;ST14;HSPA5;CCL20;CDKN2A;TFPI2;IDH2;AKR1C2;SULF1;COL1A1;COL3A1;COL1A2;AKR1B10;COL5A1;FAP;CILP;COL5A2;LCN2;SAA1;F2RL1;CRLF1;EZH2
Epithelioma	36/298	6.93544461481984e-08	6.1931353083899e-06	36	0.120805369127517	FKBP10;PCNA;TGFA;TYMS;HSPD1;CCNB1;EPCAM;CDH1;PLAU;MB;MDK;UBD;SPP1;CA9;MUC4;ST14;POSTN;MMP7;CDKN2A;MMP1;SLC52A2;KRT8;HMGA1;LSR;MMP9;CKAP4;COL1A1;MMP14;CLDN3;MMP13;FAP;KRT17;CEACAM5;FSCN1;EZH2;LTF
Squamous cell carcinoma of the head and neck	78/934	8.85007816385556e-08	7.78126103175916e-06	78	0.0835117773019272	GPI;ITGB4;TNC;SLC2A1;KIF11;FOXM1;CXCL14;CDH1;CHEK1;CA9;EPHB2;CEP55;SOX4;DUSP4;ABCC3;S100A2;PARP1;MMP1;ITGA2;IGFBP3;H2AFX;TMPRSS11E;MMP9;CKAP4;NME1;SLC7A5;SFRP4;MMP14;TRAF4;DDIT4;ADAM12;FSCN1;LY6D;BIRC5;GAPDH;IVL;CRABP2;SHMT2;PRKDC;COL11A1;TGFA;TTK;TYMS;HIF1A;AURKB;AURKA;CST2;LDHA;PRDX4;RACGAP1;AGR2;SPP1;PMAIP1;SFN;ECT2;BUB1;TFAP2A;NQO1;EGLN3;RRM2;HSPA5;CDKN2A;SLC52A2;IDH2;SULF1;TPX2;CENPF;GCLC;DAP;RAD51;KRT17;IL2RA;NMU;CDK1;TRIP13;EZH2;CDKN3;APOBEC3B
Malignant Peripheral Nerve Sheath Tumor	27/188	9.1373748171401e-08	7.91213592120541e-06	27	0.143617021276596	TOP2A;CRABP2;ITGB4;TNC;BUB1B;TGFA;HMMR;FOXM1;HIF1A;AURKA;PAK1;MDK;SPP1;EPHB2;SPTBN2;ABCC3;PARP1;CDKN2A;PLK1;LIMK1;HMGA1;PDGFRL;MMP12;EFNA3;MMP13;BIRC5;EZH2
Osteosarcoma of bone	84/1042	1.2834171876001e-07	1.09473570554248e-05	84	0.0806142034548944	TMEM45B;GPI;FHL2;TNC;SLC2A1;SIX1;FOXM1;BZW2;MKI67;CDC20;IGHG3;UCHL1;ATIC;MDK;PLAU;CTSK;CHEK1;CA9;TIMP1;EPHB2;PHLDA2;SOX4;IER3;ABCC3;MMP7;S100A2;PARP1;MMP1;ITGA2;IGFBP3;H2AFX;MMP9;RUNX2;CKAP4;NME1;CCNA2;MMP14;VCAN;MMP13;SFRP2;PKM;TRAF4;ESPL1;CCNE1;EEF1A2;BIRC5;ALDOA;HOXB7;XPR1;DTYMK;PCNA;PRKDC;CDCA5;PVT1;TGFA;RASAL1;TYMS;HIF1A;AURKB;SKA1;AURKA;RECQL4;CYP27B1;CCNB1;SPP1;SPOCK1;PRAME;E2F3;ECT2;MUC4;HSPA5;CDKN2A;PLK1;IDH2;LIMK1;HMGA1;NDC80;COL1A1;COL1A2;RAD51;CDK1;PAEP;EZH2;CDKN3
Nasopharyngeal carcinoma	68/782	1.39409691435192e-07	1.17165645081194e-05	68	0.0869565217391304	FOXA1;LINC00460;TOP2A;BUB1B;ENO1;FOXM1;BPIFA1;UCHL1;CDH1;CHEK1;CA9;EPHB2;CEP55;ABCC3;GPX2;POSTN;MMP7;PARP1;MMP1;ITGA2;IGFBP3;CDC25C;MMP9;CKAP4;NME1;MMP12;MMP14;MMP13;FSCN1;TIMELESS;BIRC5;AFAP1-AS1;LTF;COL17A1;PCNA;THY1;TYMS;HIF1A;AURKB;CCNB1;SPP1;EIF4EBP1;SFN;TFAP2A;GALNT7;MARCKSL1;RRM2;HSPA5;UBE2C;CDKN2A;TFPI2;STYK1;PLK1;LIMK1;ASNS;ANLN;CENPF;COL3A1;DAP;RAD51;CENPH;TACC3;CDK1;SAA1;CD24;EZH2;CDKN3;MAD2L1
Malignant neoplasm of mouth	49/492	1.62855048625328e-07	1.348864641875e-05	49	0.0995934959349594	TNC;SLC2A1;ENO1;KIF11;FOXM1;CDC20;CDH1;EXO1;PLAU;CA9;EPHB2;CEP55;DSP;TPI1;MMP7;S100A2;PARP1;MMP1;NME4;ETV4;MMP9;SERPINB5;MMP11;SLC7A5;DEPDC1B;MMP14;IL23A;BIRC5;GAPDH;XPR1;PCNA;CDCA3;TGFA;FUT2;THBS2;HIF1A;SPP1;AGR2;SFN;ECT2;CTHRC1;CDKN2A;PLK1;KIF4A;FAT1;CDK1;LCN2;CD24;EZH2
Malignant neoplasm of liver	69/805	1.93664367151987e-07	1.58113122610515e-05	69	0.0857142857142857	FOXA1;ALG1L;GALNT14;FHL2;SLC2A1;FOXM1;LMNB1;CKS1B;PTTG1;EXO1;PLAU;CDH1;PCLAF;TK1;KPNA2;EPHB2;IER3;ABCC3;GPX2;IGFBP3;KRT8;CDC25C;MMP9;RUNX2;NME1;CCNA2;SLC7A5;TOX3;UGDH;VCAN;CLDN3;PKM;CEACAM5;ADAM12;PPIF;BIRC5;GAPDH;LTF;PCNA;TGFA;THY1;HIF1A;AURKA;CCNB1;LDHA;EPCAM;SPP1;CGREF1;EGLN3;MARCKSL1;HSPA5;GOLM1;CDKN2A;ATAD2;TFPI2;PLK1;IDH2;AKR1C2;ASNS;SULF1;NDC80;AGT;AKR1B10;LCN2;PAEP;CD24;EZH2;CDKN3;APOBEC3B
Rotting teeth	18/95	1.97132685441551e-07	1.58677929196967e-05	18	0.189473684210526	COL17A1;ITGB4;MMP1;RUNX2;SFRP4;FERMT1;COL3A1;CDH3;MMP13;COL5A1;KRT17;CDH1;DKC1;KRT16;CTSK;CRLF1;KRT6A;NECTIN1
Adenocarcinoma Of Esophagus	35/299	2.28289072727847e-07	1.81204451477728e-05	35	0.117056856187291	UHRF1;TYMS;FOXM1;BARX1;AURKA;EPCAM;CDH1;SPP1;TIMP1;EPHB2;PITX1;CTHRC1;NQO1;MMP7;PARP1;CDKN2A;GOLM1;UBE2C;MMP1;IGFBP3;PLK1;H2AFX;AKR1C2;ETV4;MMP9;MMP12;ASPM;MMP14;DAP;SLC6A8;AKR1B10;CDK1;TFF1;AFAP1-AS1;PTGES
Metastatic Neoplasm	52/544	2.4988325108822e-07	1.95627778077969e-05	52	0.0955882352941176	FOXA1;PLOD2;ENO1;FOXM1;WFDC2;LOXL2;MDK;PBK;NUSAP1;RAC3;EPHB2;SOX4;MMP7;MMP1;MMP9;NME1;VCAN;CDCP1;AIM2;EEF1A2;HOXB7;XPR1;CEMIP;PVT1;LYPD3;HMMR;TYMS;HIF1A;IQGAP3;SKA1;AURKA;LDHA;PAK1;FUT8;EPCAM;SPP1;CTHRC1;RRM2;HSPA5;PRRX2;LIMK1;HMGA1;SHCBP1;FERMT1;COL5A1;PSAT1;KIF26B;NMU;ZNF217;LGR4;EZH2;MAD2L1
