Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Primary malignant neoplasm of lung	183/2268	1.25478628257445e-10	2.64567342320754e-08	183	0.0806878306878307	SEMA5A;CSF3;VIPR1;HHIP;AQP9;CXCL17;ADARB1;CLU;AQP1;TGM1;HPGDS;ZFP36;EFEMP1;DACH1;EDNRB;DMBT1;SOX17;TMEM88;SOX18;DPYSL2;PEBP4;DUOXA1;LEPR;VSIG4;ROS1;SOX7;HOXA5;MFSD2A;SCARA3;SEMA6A;DAPK1;PRKCE;CACNA2D2;MIR27A;FRMD3;DOK2;RBP2;SLPI;FEZ1;AGTR1;AGTR2;ERG;SLC27A3;MYL9;ATF3;S100A8;CFTR;ABCG2;SLC22A3;CPB2;SHC3;EPAS1;RRAD;ALOX15;C5AR1;NEDD4L;FPR2;ADRB2;GATA2;PRKCZ;AGER;FBLN5;SULT1A1;SOCS2;KL;MSR1;EGR1;NAPSA;ACE;CADM1;GADD45B;FOXF1;ZBTB16;CAV1;DHCR24;SMAD6;NR0B2;HSPA12B;ALOX15B;BMP6;HOPX;NR4A1;BMP2;IL6;RGCC;FXYD3;ID1;SCGB3A2;CASS4;SCGB3A1;IL7R;FGFR4;NES;HLA-DRB1;FGFR2;PIGR;BTG2;SERPINA1;MIR34C;ARRB1;TSPAN12;LIMD1;TREM1;SPN;TMEM100;THBD;ALDH2;HYAL1;HYAL2;MRC1;TIMP3;SOSTDC1;ADAMTS8;CAMP;SGCG;SFTPB;EDN1;DUSP1;MIR23A;SECISBP2L;SFTPD;EMP1;EMP2;SSTR1;TGFBR2;TOX2;GPRC5A;CAT;ALDH1A1;PECAM1;MMP19;PPARG;ZMYND10;GAS6;TLR4;ANGPTL1;ENG;HBEGF;RBMS3;ITIH5;CX3CR1;CEBPA;RAMP2;CSTA;SFTPA2;HPGD;PLA2G1B;SEMA3B;NEDD9;HSD17B6;RETN;PTN;IL1RL1;DUOX1;WIF1;ABI3BP;CXCR2;GPC3;SCN7A;SLIT3;SLIT2;SASH1;GDF10;KCNJ5;IL33;CDKN2B;ANGPT1;SUSD2;WNT7A;CABLES1;VEGFD;KLF4;PTPN13;SOD3;KLK11;KLF6;GSTA4;SCD;DLC1;SCGB1A1;SFTPA1;FOLR1;FOXA2
Sepsis	64/529	1.29471707512833e-10	2.64567342320754e-08	64	0.120982986767486	FCN1;CSF3;SPI1;HBB;ITGAL;TREM1;CXCL2;AQP1;THBD;FCGR3A;GJA4;SLC39A8;ROS1;SGCG;CAMP;EDN1;SEMA6A;VWF;DUSP1;SLC11A1;SFTPD;CYBB;FOS;SSTR1;F8;SELENOP;SERPING1;TLR8;PPARG;AGTR2;TLR4;ATF3;S100A8;CX3CR1;SELPLG;PLA2G1B;ALOX15;C5AR1;FPR2;ADRB2;RETN;AGER;IL1RL1;GRK5;ALOX5;CXCR2;IL33;NAPSA;ACE;JUND;CADM1;ANGPT1;KCNJ8;CAV1;F11;HSPA12B;KLF2;SELP;RCAN1;MARCO;IL6;APOC1;FOSB;TEK
Adenocarcinoma	147/1712	1.75502707122135e-10	3.47761273294438e-08	147	0.0858644859813084	VIPR1;CD83;HHIP;PROS1;AQP4;CLU;AQP1;HPGDS;EFEMP1;CCND2;EDNRB;DMBT1;SOX18;LAMP3;ROS1;SOX7;MFSD2A;DAPK1;MIR27A;CLDN5;SLPI;SFRP5;AGTR1;BTK;MAL;S100A4;CARD16;ERG;S100A8;CFTR;ABCG2;SLC22A3;CPB2;EPAS1;RRAD;ALOX15;GATA6;LTBP4;PLA2G3;DPT;LPL;ADRB2;PRKCZ;AGER;SLC9A3R2;KL;EGR1;CBX7;NAPSA;ACE;CADM1;FOXF1;CAV1;TNFSF13;LYZ;ALOX15B;BMP2;IL6;ID1;ID4;ID3;FGFR4;NES;FGFR2;ACVRL1;SRPX;PIGR;SERPINA1;MIR34C;MS4A8;TCF21;FCGR3A;ADGRE5;ALDH2;CA2;HYAL2;MRC1;ANKRD1;OLR1;TIMP3;CD34;CAMP;SGCG;SFTPB;EGFL7;MME;DUSP1;MIR23A;GPX3;SFTPC;TNNC1;SFTPD;GKN2;FOS;SSTR1;TGFBR2;TGFBR3;GPRC5A;CAT;ALDH1A1;PECAM1;MMP19;CLDN18;PPARG;ZMYND10;TLR4;ENG;HBEGF;HLA-DQB1;RBMS3;CX3CR1;PTGER4;RAMP2;CSTA;SFTPA2;HPGD;LAMA3;SEMA3B;TMPRSS2;PTN;CST6;APOLD1;SELENBP1;DUOX1;CLEC3B;WIF1;ALOX5;PDPN;CXCR2;GPC3;SLIT2;AOC3;IL33;BCHE;CDKN2B;ANGPT1;SCTR;VEGFD;KLK10;APLN;KLF6;FABP4;SCD;MGP;SCGB1A1;SFTPA1;FOLR1
Arthritis	71/630	3.08139908809164e-10	5.83881106499798e-08	71	0.112698412698413	CSF3;SERPINA1;ARRB1;PTH1R;ITGAL;TREM1;CXCL2;THBD;ZFP36;FCGR3A;ADGRE5;HYAL2;MRC1;TIMP3;ACP5;VSIG4;SEMA6A;SLC11A1;SFTPD;CYBB;LIFR;FOS;UNC13D;OSCAR;SLCO2A1;PECAM1;BTK;TLR8;PPARG;GAS6;DNASE1L3;TLR4;S100A8;HLA-DQB1;HPGD;PLA2G1B;ALOX15;C5AR1;NEDD9;FPR2;NLRC4;RETN;RHOBTB2;C6;WIF1;ALOX5;CXCR2;S1PR1;AOC3;HLA-DRB6;IL33;JUND;ANGPT1;GADD45B;WNT3A;TIE1;CAV1;TRPV2;PRG4;PPBP;LYZ;SOD3;BMP6;MARCO;BMP2;IL6;DES;HLA-DPB1;FOSB;TEK;HLA-DRB1
Inflammation	55/429	3.12522384577045e-10	5.83881106499798e-08	55	0.128205128205128	SERPINA1;CD83;AQP4;ITGAL;CLU;TREM1;CXCL2;CX3CL1;OASL;THBD;ZFP36;FCGR3A;DMBT1;ACP5;TPSAB1;CAMP;EDN1;VWF;MME;SFTPD;TYROBP;CAT;AGTR1;PECAM1;SERPING1;PPARG;CRYAB;TLR4;CFTR;PTGER4;CPB2;SELPLG;CLEC12A;C5AR1;PDGFB;FPR2;PTN;RETN;AGER;SCUBE1;S100A12;EGR1;IL33;ANGPT1;TNFSF12;F11;TNFSF13;KLF2;APLN;SELP;IL6;SCGB1A1;ALPL;ACKR1;KCNK3
Glioma	177/2211	5.08544038540897e-10	9.23713741116368e-08	177	0.0800542740841248	SEMA5A;SH3GL3;CSF3;PID1;GMFG;HHIP;MT1M;AQP9;FAM107A;AQP4;CLU;AQP1;CDH5;HPGDS;ZFP36;EFEMP1;CCND2;DACH1;EDNRB;DMBT1;PEBP4;DUOXA1;LEPR;ROS1;SEMA6A;CD93;SCARA5;DAPK1;PRKCE;LMO2;CACNA2D2;MIR27A;DKK2;HLA-E;CLDN5;COL4A3;SPARCL1;SERPING1;S100A4;SLC27A3;ABCG2;GRIA1;SLC22A3;CPB2;SHC3;ARHGEF26;EPAS1;NOTCH4;PDGFB;GATA6;FPR1;FPR2;ADRB2;NDRG2;AGER;SULT1A1;SLC9A3R2;HLA-DRB6;MSR1;EGR1;CBX7;NAPSA;JUND;ACE;CADM1;CAV2;FZD4;WNT3A;ZBTB16;TNFSF12;CAV1;TNFSF13;TRPV2;LYZ;SMAD6;NR0B2;HOPX;IL6;RGCC;ID1;ID4;NES;HLA-DRB1;FGFR2;BTG2;ROBO4;CELF2;RASGRF1;ARRB1;CXCL3;CXCL2;CX3CL1;NRGN;ADGRE5;HYAL1;ADAMTS1;GLIPR2;HYAL2;MMP28;MRC1;FCER1A;TIMP3;PRKG2;SOSTDC1;RSPO1;ADAMTS8;CD34;CAMP;EDN1;EGFL7;MME;DUSP1;MIR23A;EMP1;EMP2;FOS;SSTR1;DCN;TGFBR2;SLC7A7;MMRN1;CAT;ALDH1A1;PECAM1;MMP19;PPARG;PDE5A;ZMYND10;GAS6;CRYAB;FBP1;TLR4;DNASE1L3;ST6GALNAC5;ANGPTL1;ARHGEF6;ENG;HBEGF;RBMS3;KANK2;PPP1R15A;CX3CR1;STOML3;RAMP3;SEMA3B;NTN4;SEMA3G;NEDD9;PTN;CST6;PDLIM1;WIF1;SPOCK2;PDPN;SLIT3;SLIT2;LDLR;JAM2;IL33;ANGPT4;CDKN2B;F10;ANGPT1;CYP4B1;VEGFD;KLF4;SOD3;LYVE1;APLN;KLF6;TPPP3;MGP;KLF9;LHFPL6;FOSB;TEK;FOXA2
Kidney Diseases	71/639	5.75555739222461e-10	1.00607133675487e-07	71	0.111111111111111	CSF3;CLU;TREM1;AQP1;NDST1;THBD;ZFP36;FCGR3A;EDNRB;CA2;LEPR;TIMP3;SOSTDC1;CD36;SYNPO;HLA-DPA1;UNC13B;EDN1;SLC15A2;VWF;CYBB;HBA1;DCN;TGFBR2;FRMD3;SCNN1G;RBP4;SLC7A7;TYROBP;COL4A4;SCNN1B;COL4A3;CAT;AGTR1;TLR8;PPARG;CLEC4E;TLR4;CFTR;HBEGF;ENG;CX3CR1;RAMP2;NPR1;PLA2G1B;C5AR1;LPL;ADRB2;RETN;AGER;PDPN;APOL3;AOC3;KL;EGR1;IL33;ACE;ANGPT1;WFS1;LYZ;FLI1;TBX3;NR4A1;IL6;MGP;SCGB1A1;ID1;ALPL;NES;HLA-DRB1;FERMT2
Glomerulonephritis	35/210	5.84656840444796e-10	1.00607133675487e-07	35	0.166666666666667	CFD;CX3CR1;SERPINA1;PLA2G1B;ALOX15;FHL1;PRF1;PDGFB;CX3CL1;CNN1;FCGR3A;C6;GJA5;ALOX5;ANKRD1;ANGPT4;ACE;JUND;MYOC;FOS;FLI1;DCN;SELP;IL6;DES;COL4A3;ALOX5AP;AGTR1;FOSB;PPARG;AGTR2;GAS6;TLR4;HLA-DRB1;HBEGF
Liver Cirrhosis	74/683	7.66766092034682e-10	1.28561114764482e-07	74	0.108345534407028	ACVRL1;CSF3;VIPR1;SERPINA1;HHIP;PRF1;ARRB1;ADARB1;CLU;AQP1;HK3;HPGDS;EDNRB;DMBT1;ALDH2;TIMP3;CD36;CD34;EDN1;VWF;SLC11A1;SFTPC;CYP27A1;RBP4;F8;MMRN1;SELENOP;CAT;AGTR1;PECAM1;SERPING1;PPARG;PDE5A;TLR4;ENG;HLA-DQB1;ABCG2;CX3CR1;C1QB;SFTPA2;ADH1B;PLA2G1B;NOTCH4;PDGFB;PTN;ADRB2;RETN;WIF1;ALOX5;GPC3;A2M;BCHE;KL;EGR1;CDKN2B;ACE;JUND;ANGPT1;CAVIN2;CAV1;KLK10;LYVE1;KLF2;APLN;SELP;KLF6;IL6;BCL6B;KLF9;NOSTRIN;HLA-DPB1;FGFR4;HLA-DRB1;FGFR2
Diabetes Mellitus	131/1507	9.25304902387455e-10	1.51264218917789e-07	131	0.0869276708692767	CSF3;PRF1;AQP4;CLU;AQP1;HPGDS;ZFP36;EFEMP1;DACH1;GJA5;GJA4;LEPR;PDK4;HLA-DOA;PTGDS;ROS1;SEMA6A;DAPK1;SLC11A1;CYBB;PGC;OSCAR;FRMD3;RBP4;SFRP5;SELENOP;AGTR1;CARD16;ATF3;S100A8;CFTR;CD101;ABCG1;ABCG2;MAOA;GYPE;ALOX15;GATA6;DPT;LPL;ADRB1;ADRB2;AGER;C2;SULT1A1;HCAR2;PLAC8;S100A12;A2M;GPIHBP1;KL;SLC14A1;EGR1;ACE;WFS1;CAV1;SLC16A11;LYZ;NR0B2;BMP6;HOPX;SELP;IL6;NR4A3;ID3;FGFR4;HLA-DRB1;SERPINA1;LAMC3;PCSK9;SLC6A4;GGTLC1;ALDH2;CA2;GPER1;ADAMTSL3;FFAR4;OLR1;TIMP3;SOSTDC1;PHACTR1;CD36;CD34;CD52;EDN1;VWF;GPX3;FOS;HBA1;DCN;FGR;MMRN1;CAT;PPARG;PDE5A;TLR4;VAMP2;HLA-DQB1;CX3CR1;CEBPA;PLEKHH2;CSTA;SELPLG;PLA2G1B;ADH1B;HSD17B6;RETN;DUOX1;WIF1;RXRG;LDLR;APOL3;WASF3;AOC3;KCNJ5;BCHE;CDKN2B;CAVIN1;ANGPT1;SORBS1;KLF2;APLN;KLF6;FABP4;GSTA4;SCD;MGP;HLA-DPB1;AGRP;TEK;FOXA2
Pulmonary Emphysema	36/225	1.05779955484678e-09	1.6870612900349e-07	36	0.16	CX3CR1;SERPINA1;MIR34C;EPAS1;HHIP;LTBP4;PCSK9;ADRB2;AGER;CX3CL1;FBLN5;HPGDS;ABI3BP;TIMP3;A2M;EGR1;SFTPB;KL;JUND;CADM1;ABCA3;CAV1;SFTPD;FOS;TGFBR3;IL6;SLPI;CAT;KLF9;SCGB1A1;SERPING1;FOSB;PPARG;S100A4;TLR4;CFTR
Respiratory Distress Syndrome, Adult	32/186	1.40621085907591e-09	2.15773431047173e-07	32	0.172043010752688	RAMP2;SFTPA2;EPAS1;PLA2G1B;PROS1;PRF1;AGER;FBLN5;AQP1;THBD;HPGDS;PDPN;SFTPB;CYB5A;EDN1;ACE;ANGPT1;ABCA3;SFTPC;SFTPD;MIRLET7D;IL6;ADCY9;SCGB1A1;AGTR1;BTK;S100A4;TEK;SFTPA1;FGFR4;TLR4;FOXA2
Glioblastoma	158/1937	1.41891077152905e-09	2.15773431047173e-07	158	0.0815694372741353	CSF3;PID1;HHIP;AQP9;FAM107A;C4BPA;AQP4;ADARB1;CLU;AQP1;CDH5;HPGDS;ZFP36;EFEMP1;CCND2;EDNRB;DMBT1;SOX17;DUOXA1;LEPR;PTGDS;ROS1;TNS2;TNS1;SEMA6A;CD93;DAPK1;PRKCE;LMO2;CYBB;MIR27A;LIFR;HLA-E;TYROBP;COL4A3;BTK;ANOS1;S100A4;SLC27A3;PLPP3;ATF3;ABCG2;GRIA1;SLC22A3;CPB2;NDRG4;SHC3;CALCRL;ARHGEF26;MAOB;EPAS1;RRAD;SLC1A1;PDGFB;GATA6;FPR1;LTBP4;NDRG2;PRKCZ;SULT1A1;RRAS;GPM6B;EGR1;CBX7;NAPSA;JUND;ACE;CAV2;WNT3A;ZBTB16;TNFSF12;CAV1;TNFSF13;TRPV2;HOPX;SELP;RCAN1;NR4A1;BMP2;IL6;ID4;SCGB3A1;HLA-DRA;FGFR4;NES;HLA-DRB1;FGFR2;SYNM;BTG2;HSPB8;FHL1;RASGRF1;ARRB1;FHL5;FCGR3A;ADGRE5;ADAMTS1;MMP28;MRC1;TIMP3;CD36;IFT57;CD34;EDN1;DUSP1;MIR23A;GPX3;EMP2;FOS;DCN;TGFBR2;MMRN1;PECAM1;MMP19;PPARG;CRYAB;TLR4;ENG;HBEGF;RBMS3;CX3CR1;CSTA;RAMP3;HPGD;LAMA3;SEMA3B;NTN4;NEDD9;PRELP;PTN;PDLIM1;DUOX1;DRAM1;WIF1;ALOX5;PDPN;CXCR2;S1PR1;SLIT2;LDLR;BCHE;ANGPT4;CDKN2B;CAVIN1;ANGPT1;CYP4B1;VEGFD;LHFPL3;KLF4;KLF6;DES;FABP5;MGP;KLF9;HLA-DPB1;FOSB;AGRP;CDO1
Breast Carcinoma	336/4963	1.6496752707209e-09	2.45164240800999e-07	336	0.0677009873060649	VIPR1;LDLRAD1;C4BPA;AQP1;NDST1;EDNRB;SOX17;TMEM88;SOX18;DPYSL2;ROPN1L;PTGDS;SYNPO;SOX7;HOXA5;TNS1;SLC34A2;GABARAPL1;DAPK1;STARD8;DAPK2;PRKCE;SLC11A1;P3H2;CACNA2D2;DKK2;CYP27A1;CLDN5;ADCY9;RBP2;SLPI;FEZ1;SFRP5;AGTR1;BTK;PRKCQ;AGTR2;ATF3;CFTR;SLC22A3;EPAS1;RRAD;MAOA;USHBP1;IL20RA;PDGFB;GATA6;GATA2;PRKCZ;SULT1A1;RAB11FIP1;RRAS;SLC19A3;S100A12;A2M;SULT1A2;EGR1;STARD13;JUND;ACE;CADM1;FOXF1;TNFSF12;PRG4;ABCA8;NR0B2;FLI1;FXYD3;ID1;ID4;FERMT2;HLA-DRB1;GSTM5;ACVRL1;SYNM;BTG2;SERPINA1;CLIC3;CITED2;PTPRM;TCF21;HBB;CX3CL1;SLC6A4;HYAL1;HYAL2;MRC1;OLR1;FCER1A;TIMP3;SOSTDC1;CD36;CD34;CAMP;EDN1;MME;DUSP1;ANXA3;TNNC1;PIFO;EMP1;FOS;F8;GPRC5A;ANGPTL7;TAL1;PPARG;GAS6;CRYAB;TLR4;ANGPTL1;ENG;HBEGF;HLA-DQB1;KANK2;PTGER4;C1QA;CSTA;NFIX;TNXB;AHNAK;ADH1B;NEDD9;HSD17B6;PTN;CST6;FGD5;WIF1;ALOX5;PDPN;CXCR2;MGAT3;GPC3;AGR3;APBB1;LDLR;GDF10;IL33;BCHE;CDKN2B;F10;ODAM;CAVIN2;SUSD2;VEGFD;SORBS1;KLK10;LYVE1;KLK11;FABP4;AADAC;FABP5;DLC1;FOSB;MSRB3;TACC1;ADGRL2;FOXA2;CSF3;CD83;PROS1;RTKN2;CXCL17;IHH;FRY;CLU;CDH5;HPGDS;ZFP36;EFEMP1;CCND2;DACH1;DMBT1;PEBP4;DUOXA1;LAMP3;SLCO2B1;CFL2;CCRL2;LEPR;SVEP1;HLA-DOA;ROS1;TMOD1;GUCY1A2;SCARA3;SEMA6A;LMO2;CYBB;MIR27A;LIFR;NPNT;PGC;GPD1;SLCO2A1;SELENOP;MAL;S100A4;CARD16;ERG;NUPR1;UTRN;S100A8;ABCG1;ABCG2;CPB2;SHC3;NOTCH4;ALOX15;DPT;LIN7A;ADRB1;FBLN1;ADRB2;NDRG2;AGER;FBLN5;RHOBTB2;SLC9A3R2;SOCS2;HCAR2;MYH11;MYH10;RAI2;KL;CBX7;CAV2;WNT3A;CAV1;CYBRD1;DHCR24;BMP6;BMP5;SELP;NR4A1;BMP2;IL6;ARHGAP31;RGCC;NR4A3;SCGB3A1;AMOTL1;IL7R;FGFR4;NES;FGFR2;ST6GALNAC2;MIR34C;CELF2;LRRK2;HSPB8;FHL1;RASGRF1;ARRB1;ITGAL;AFF3;CXCL3;TREM1;CXCL2;SPN;SGCE;FCGR3A;ALDH2;CA2;ADAMTS1;GPER1;ACP5;PHACTR1;ADAMTS8;SGCG;EGFL7;VWF;MIR23A;GPX3;SH2D3C;HTR3C;SSTR1;KLF15;SHROOM4;DCN;TGFBR2;FGR;TGFBR3;MMRN1;PEAK1;ADGRF5;CRY2;CAT;ALDH1A1;PECAM1;PDE5A;FBP1;ST6GALNAC5;RBMS3;ITIH5;CX3CR1;CEBPA;HPGD;PLA2G1B;NTN4;HSD17B13;RETN;PDLIM1;SELENBP1;DRAM1;S1PR1;SLIT3;SLIT2;S1PR4;WASF3;SASH1;CYB5A;IRX2;ANGPT1;TIE1;CABLES1;CYP4B1;KLF4;PTPN13;SOD3;TBX3;KLF2;TBX2;KLF6;DES;SCD;MGP;SCGB1A1;KLF9;ALOX5AP;ACKR4;TEK;ACKR1;FOLR3;CDO1;FOLR1
Endometrioma	36/229	1.7303103908188e-09	2.51433325456981e-07	36	0.157205240174672	CFD;PTGER4;MAOB;MAOA;LRRK2;SLC1A1;IHH;LMOD1;NEDD4L;FBLN1;NDNF;RXFP1;ABI3BP;GPER1;ANKRD1;LEPR;METTL7A;CYB5A;KLF13;CADM1;DUSP1;GPX3;FMO2;FOS;DCSTAMP;NR4A1;IL6;SLPI;SELENOP;KLF9;HLA-DPB1;SPARCL1;SCGB3A1;IL7R;FGFR2;HBEGF
Hypercholesterolemia	37/240	1.79368963853684e-09	2.54976881443313e-07	37	0.154166666666667	CPB2;PLA2G1B;PCSK9;LPL;ITGAL;CLU;CXCR2;LEPR;OLR1;CD36;RSPO1;LDLR;ROS1;WASF3;EDN1;ACE;VWF;CAV1;MIR27A;APOBR;HBA1;NR0B2;CYP27A1;SELP;NR4A1;IL6;NR4A3;MMRN1;SCD;ADPRH;GPD1;AGTR1;TLR4;ATF3;S100A8;ABCG1;CES1
Stomach Carcinoma	185/2378	1.85389006165715e-09	2.57927385386725e-07	185	0.0777964676198486	SEMA5A;CSF3;HHIP;LINC00261;ICAM2;IHH;CLU;HPGDS;CCND2;CAPN9;DACH1;DMBT1;SOX17;SOX18;LAMP3;LEPR;MACROD2;PTGDS;ROS1;MFSD2A;TNS1;SLC34A2;SEMA6A;DAPK1;SEMA6D;SLC11A1;MIR27A;LIFR;RNASE1;PGC;HLA-E;RBP4;DOK2;RBP2;SLPI;FEZ1;SFRP5;SCNN1B;AGTR1;BTK;ANOS1;SPARCL1;MAL;S100A4;S100A3;CARD16;ERG;NUPR1;S100A8;CFTR;ABCG2;SLC22A3;EPAS1;INSIG1;ALOX15;GATA6;FPR1;FBLN1;ADRB2;NDRG2;AGER;RHOBTB2;SULT1A1;SLC9A3R2;SOCS2;SLC19A3;S100A12;SPTBN1;EGR1;CBX7;EGR2;STARD13;JUND;ACE;FOXF1;WNT3A;TNFSF12;CAV1;TNFSF13;TINCR;NR0B2;FLI1;BMP6;HOPX;NR4A1;BMP2;IL6;ALPP;ID1;ID4;SCGB3A1;FGFR4;FERMT2;HLA-DRB1;FGFR2;SERPINA1;MIR34C;CITED2;HSPB8;FHL1;RASGRF1;TCF21;HBB;CHRDL1;SGCE;GGTLC1;THBD;ACADL;ADGRE5;ALDH2;ADAMTS1;GPER1;MMP28;MRC1;ANKRD1;TIMP3;SOSTDC1;CD34;CAMP;EGFL7;MME;VWF;MIR23A;GPX3;EMP1;GKN2;FOS;SSTR1;KLF15;TGFBR2;HCK;GPRC5A;MMRN1;CAT;ALDH1A1;CLDN18;PPARG;ZMYND10;GAS6;FBP1;TLR4;ENG;HBEGF;HLA-DQB1;KANK2;PTGER4;SELPLG;NFIX;HPGD;ADH1B;LAMA3;ITLN1;NEDD9;HSD17B6;RETN;PTN;FENDRR;MYCT1;WIF1;PDPN;CXCR2;MGAT3;GPC3;SLIT3;WASF3;IRX1;IL33;CDKN2B;ANGPT1;ODAM;TIE1;VEGFD;KLF4;KLK10;TBX3;KLK11;KLF2;KLF6;SCD;BCL6B;DLC1;FOSB;TACC1;TEK;FOXA2
Malignant neoplasm of stomach	186/2398	2.0946685521142e-09	2.8535495129739e-07	186	0.0775646371976647	SEMA5A;CSF3;HHIP;LINC00261;ICAM2;IHH;CLU;HPGDS;CCND2;CAPN9;DACH1;DMBT1;SOX17;SOX18;LAMP3;LEPR;MACROD2;PTGDS;ROS1;MFSD2A;TNS1;SLC34A2;SEMA6A;DAPK1;SLC11A1;MIR27A;LIFR;RNASE1;PGC;HLA-E;RBP4;DOK2;RBP2;SLPI;SFRP5;SCNN1B;AGTR1;BTK;ANOS1;SPARCL1;MAL;S100A4;AGTR2;S100A3;CARD16;ERG;S100A8;CFTR;ABCG2;SLC22A3;EPAS1;INSIG1;ALOX15;GATA6;FPR1;ADRB1;FBLN1;ADRB2;NDRG2;AGER;RHOBTB2;SULT1A1;SLC9A3R2;SOCS2;SLC19A3;SPTBN1;EGR1;CBX7;EGR2;STARD13;JUND;ACE;FOXF1;WNT3A;TNFSF12;CAV1;TNFSF13;TINCR;NR0B2;FLI1;BMP6;HOPX;NR4A1;BMP2;IL6;ALPP;ID1;ID4;SCGB3A1;FGFR4;FERMT2;HLA-DRB1;FGFR2;SERPINA1;MIR34C;CITED2;HSPB8;FHL1;RASGRF1;TCF21;HBB;CHRDL1;SGCE;GGTLC1;THBD;ACADL;ADGRE5;ALDH2;CA2;ADAMTS1;GPER1;MMP28;MRC1;TIMP3;SOSTDC1;CD34;CAMP;EGFL7;MME;VWF;MIR23A;GPX3;EMP1;GKN2;FOS;SSTR1;KLF15;TGFBR2;HCK;GPRC5A;MMRN1;CAT;ALDH1A1;ITGA8;CLDN18;PPARG;ZMYND10;GAS6;FBP1;TLR4;ENG;HBEGF;HLA-DQB1;RBMS3;KANK2;PTGER4;NFIX;HPGD;ADH1B;LAMA3;ITLN1;NEDD9;HSD17B6;RETN;PTN;SELENBP1;FENDRR;WIF1;ALOX5;PDPN;CXCR2;MGAT3;SLIT3;WASF3;IRX1;IL33;CDKN2B;ANGPT1;ODAM;TIE1;VEGFD;KLF4;KLK10;TBX3;KLK11;KLF2;KLF6;DES;SCD;BCL6B;DLC1;FOSB;TACC1;FILIP1;TEK;FOXA2
Idiopathic pulmonary hypertension	22/96	2.20807764165272e-09	2.94665708138105e-07	22	0.229166666666667	ACVRL1;EDN1;MIR23A;CAV1;FHL1;SMAD9;DCN;SLC6A4;TGFBR2;TGFBR3;BMP2;IL6;EDNRB;SLPI;HYAL2;ALOX5;PPARG;PDE5A;HOXA5;HLA-DRB1;KCNK3;ENG
Respiratory Distress Syndrome	12/27	2.53390436023724e-09	3.31384012231826e-07	12	0.444444444444444	NDST1;SFTPB;HPGDS;IL6;RSPH1;ADCY9;SFTPA2;ABCA3;SFTPC;SFTPD;SFTPA1;FOXA2
Aortic Aneurysm, Abdominal	41/288	2.74316294394637e-09	3.51716519420888e-07	41	0.142361111111111	PTGER4;CX3CR1;SERPINA1;HPGD;ICAM2;PRF1;LTBP4;RETN;AGER;CX3CL1;FBLN5;THBD;FCGR3A;ALOX5;CXCR2;CTSH;FCER1A;TIMP3;HLA-DOA;LDLR;EGR1;ACE;JUND;FOS;KLF4;DCN;TGFBR2;MFAP4;IL6;TYROBP;SELENOP;ALOX5AP;AGTR1;PECAM1;FOSB;PPARG;MNDA;ERG;TLR4;HCST;HLA-DRB1
Septicemia	56/468	2.84569337908343e-09	3.57845942419741e-07	56	0.11965811965812	FCN1;CSF3;ITGAL;TREM1;CXCL2;AQP1;THBD;FCGR3A;GJA4;SLC39A8;ROS1;CAMP;EDN1;SEMA6A;VWF;DUSP1;SFTPD;CYBB;FOS;SSTR1;F8;SELENOP;BTK;SERPING1;TLR8;PPARG;AGTR2;TLR4;ATF3;S100A8;CX3CR1;PLA2G1B;C5AR1;FPR2;ADRB2;RETN;AGER;GRK5;ALOX5;CXCR2;IL33;ACE;JUND;CADM1;ANGPT1;KCNJ8;CAV1;F11;HSPA12B;KLF2;SELP;RCAN1;MARCO;IL6;FOSB;TEK
Pulmonary Fibrosis	53/432	3.1785270488216e-09	3.9119874830466e-07	53	0.122685185185185	CSF3;ROBO4;SERPINA1;CXCL2;MRC1;CD36;EDN1;VWF;DAPK2;TNNC1;SFTPC;FOS;MIRLET7D;DCN;TGFBR2;RBP2;MMRN1;CAT;MMP19;PPARG;S100A4;UTRN;CRYAB;CFTR;ABCG1;CFD;CEBPA;RAMP2;HLF;SFTPA2;NOTCH4;PDGFB;LTBP4;AGER;SLIT2;EGR1;MSR1;ACE;ANGPT1;ABCA3;CAV1;VEGFD;SOD3;KLF2;IL6;DES;KLF9;SCGB1A1;ID1;HLA-DPB1;SCGB3A2;SFTPA1;HLA-DRB1
Adenoma	95/1000	3.23057537979074e-09	3.9119874830466e-07	95	0.095	PIGR;SYNM;FHL1;IHH;PTPRM;PCSK9;ARRB1;FHL5;CLU;SPN;HPGDS;ZFP36;EFEMP1;EDNRB;DMBT1;SOX17;ALDH2;LAMP3;MRC1;LEPR;TIMP3;RSPO1;PTGDS;CD34;GRASP;SGCG;EDN1;MME;ANXA3;MIR27A;FOS;SSTR1;DKK2;TGFBR2;SLCO2A1;SELENOP;AGTR1;MAL;PPARG;S100A4;AGTR2;NUPR1;TLR4;S100A8;ABCG2;PTGER4;HPGD;LAMA3;ALOX15;GATA6;NEDD9;GATA2;NDRG2;AGER;SULT1A1;SLC9A3R2;GPA33;WIF1;ALOX5;GPC3;MYH11;SLIT2;SASH1;KL;CYB5A;KCNJ5;IL33;CBX7;CDKN2B;ACE;CAV2;TIE1;CAV1;TNFSF13;SCTR;CABLES1;SMAD9;VEGFD;DHCR24;LYZ;KLF4;ALOX15B;KLK11;IL6;RGCC;DES;OGN;SCGB1A1;ID1;KLF9;ALOX5AP;HLA-DPB1;FGFR4;NES;KCNK3
